,logic_gate,max,unique,sum,Deep,Fanouts
630,g0630,40,[40 24  2],66,-11,1
631,g0631,50,[50 24 16 12  3],105,-10,4
632,g0632,61,[61 11  6],78,-9,4
633,g0633,100,[100  38],138,-8,2
634,g0634,100,[100  64  37  14  13],228,-7,3
635,g0635,100,[100  18],218,-7,4
636,g0636,100,[100  59  38  12   9],218,-6,2
637,g0637,47,[47  5],52,-7,3
638,g0638,15,[15  5  1],21,-9,1
639,g0639,31,[31],31,-10,3
640,g0640,10,[10  4  3],17,-9,2
641,g0641,15,[15  4  1],35,-9,2
642,g0642,17,[17  5  2  1],27,-8,4
643,g0643,37,[37 26  4],67,-9,1
644,g0644,39,[39 26 17  2  1],85,-8,4
645,g0645,69,[69 14 12],95,-7,4
646,g0646,100,[100  31],131,-6,2
647,g0647,100,[100  65  49  12   4],230,-5,3
648,g0648,100,[100  22],222,-5,4
649,g0649,100,[100  55  32  16   7],210,-4,2
650,g0650,58,[58 10],68,-5,3
651,g0651,3,[3 1],4,-7,1
652,g0652,16,[16],16,-8,3
653,g0653,10,[10  9],19,-7,2
654,g0654,11,[11  9  1],32,-7,2
655,g0655,10,[10  1],12,-6,1
656,g0656,39,[39 35 11],85,-7,1
657,g0657,46,[46 35 24],105,-6,1
658,g0658,71,[71 18  3],92,-5,3
659,g0659,100,[100  29],129,-4,2
660,g0660,100,[100  66  37  15  14],232,-3,2
661,g0661,100,[100  18],218,-3,3
662,g0662,100,[100  64  37  15  12],228,-2,2
663,g0663,62,[62  7],69,-3,1
664,g0664,100,[100  42   7],149,-2,2
665,g0665,100,[100  91  41  39  11],282,-1,2
666,g0666,100,[100  24],224,-2,1
667,g0667,100,[100],100,-1,2
668,g0668,100,[100  86  39  36  11],272,0,1
669,g0669,100,[100  49  20   5],274,-25,8
670,g0670,89,[89 22 20 14],145,-25,3
671,g0671,100,[100  11],111,-24,3
672,g0672,100,[100  47  38   5   4],194,-23,3
673,g0673,100,[100  26],226,-23,3
674,g0674,100,[100  65  45  12   8],230,-22,2
675,g0675,72,[72  3],75,-23,3
676,g0676,30,[30 27  3],60,-24,4
677,g0677,60,[60  5],125,-24,4
678,g0678,40,[40 11],51,-23,4
679,g0679,100,[100  60],160,-22,2
680,g0680,100,[100  53  41   6],206,-21,3
681,g0681,100,[100  28],228,-21,4
682,g0682,100,[100  61  38  15   8],222,-20,2
683,g0683,65,[65 10],75,-21,3
684,g0684,23,[23  3],49,-23,1
685,g0685,48,[48 13],61,-24,3
686,g0686,10,[10  3  2],15,-23,2
687,g0687,15,[15  2],32,-23,2
688,g0688,35,[35 26 12  7],80,-22,4
689,g0689,50,[50 17],67,-23,1
690,g0690,54,[54 26 20 17  4],121,-22,4
691,g0691,52,[52 14  8],74,-21,4
692,g0692,100,[100  48],148,-20,2
693,g0693,100,[100  62  45   9   8],224,-19,3
694,g0694,100,[100  22],222,-19,4
695,g0695,100,[100  63  37  16  10],226,-18,2
696,g0696,70,[70 10],80,-19,3
697,g0697,14,[14 11  8  1],34,-21,1
698,g0698,42,[42],42,-22,3
699,g0699,12,[12  7  1],20,-21,2
700,g0700,19,[19  7  2],47,-21,2
701,g0701,34,[34 25 14  2],75,-20,4
702,g0702,57,[57 30  8],95,-21,1
703,g0703,68,[68 30 25 24  5],152,-20,4
704,g0704,50,[50 12  2],64,-19,4
705,g0705,100,[100  50],150,-18,2
706,g0706,100,[100  57  37  10],214,-17,3
707,g0707,100,[100  28],228,-17,4
708,g0708,100,[100  65  45  12   8],230,-16,2
709,g0709,65,[65  7],72,-17,3
710,g0710,21,[21  7  5  2],35,-19,1
711,g0711,51,[51],51,-20,3
712,g0712,20,[20  6  1],27,-19,2
713,g0713,23,[23  6],52,-19,2
714,g0714,41,[41 24 15  6  2],88,-18,4
715,g0715,47,[47 22  2],71,-19,1
716,g0716,57,[57 24 22 18  5],126,-18,4
717,g0717,55,[55 14  7],76,-17,4
718,g0718,100,[100  43],143,-16,2
719,g0719,100,[100  54  32  11],208,-15,3
720,g0720,100,[100  16],216,-15,4
721,g0721,100,[100  68  46  11],236,-14,2
722,g0722,64,[64  5],69,-15,3
723,g0723,20,[20  6  4],34,-17,1
724,g0724,42,[42],42,-18,3
725,g0725,13,[13  5],23,-17,2
726,g0726,20,[20  5  1],46,-17,2
727,g0727,39,[39 24 14  3  1],81,-16,4
728,g0728,47,[47 27  7],81,-17,1
729,g0729,59,[59 27 24 13  7],130,-16,4
730,g0730,50,[50  8  7],65,-15,4
731,g0731,100,[100  49],149,-14,2
732,g0732,100,[100  50  35   8   7],200,-13,3
733,g0733,100,[100  27],227,-13,4
734,g0734,100,[100  71  45  13],242,-12,2
735,g0735,70,[70 10],80,-13,3
736,g0736,17,[17  7  3  1],28,-15,1
737,g0737,40,[40],40,-16,3
738,g0738,19,[19 10  2],31,-15,2
739,g0739,27,[27 10  1],65,-15,2
740,g0740,33,[33 14  7  3],60,-14,4
741,g0741,34,[34 21  7],62,-15,1
742,g0742,45,[45 21 14 10  2],92,-14,4
743,g0743,62,[62 17 10],89,-13,4
744,g0744,100,[100  37],137,-12,2
745,g0745,100,[100  63  30  21  12],226,-11,3
746,g0746,100,[100  19],219,-11,4
747,g0747,100,[100  61  34  15  12],222,-10,2
748,g0748,61,[61  3],64,-11,3
749,g0749,14,[14  5  2],23,-13,1
750,g0750,32,[32],32,-14,3
751,g0751,8,[8 2],10,-13,2
752,g0752,14,[14  2],30,-13,2
753,g0753,27,[27 14  8  2],53,-12,4
754,g0754,42,[42 26  9],77,-13,1
755,g0755,53,[53 26 18 14  6],117,-12,4
756,g0756,57,[57 12  5],74,-11,4
757,g0757,100,[100  42],142,-10,2
758,g0758,100,[100  62  43  11   8],224,-9,3
759,g0759,100,[100  19],219,-9,4
760,g0760,100,[100  63  43  14   6],226,-8,2
761,g0761,59,[59  5],64,-9,3
762,g0762,10,[10  3],13,-11,1
763,g0763,35,[35],35,-12,3
764,g0764,17,[17  7  3],27,-11,2
765,g0765,18,[18  7  1],44,-11,2
766,g0766,26,[26  8  7  5  2],48,-10,4
767,g0767,40,[40 27  3],70,-11,1
768,g0768,50,[50 27 17  8  1],103,-10,4
769,g0769,63,[63  9  8],80,-9,4
770,g0770,100,[100  36],136,-8,2
771,g0771,100,[100  54  31  12  11],208,-7,3
772,g0772,100,[100  17],217,-7,4
773,g0773,100,[100  68  40  18  10],236,-6,2
774,g0774,55,[55  9],64,-7,3
775,g0775,7,[7 1],9,-9,1
776,g0776,27,[27],27,-10,3
777,g0777,10,[10  6],16,-9,2
778,g0778,13,[13  6],32,-9,2
779,g0779,14,[14  4  3  2],23,-8,4
780,g0780,43,[43 31  8],82,-9,1
781,g0781,48,[48 31 20  4  1],104,-8,4
782,g0782,65,[65 16  5],86,-7,4
783,g0783,100,[100  35],135,-6,2
784,g0784,100,[100  58  38  12   8],216,-5,3
785,g0785,100,[100  25],225,-5,4
786,g0786,100,[100  60  40  14   6],220,-4,2
787,g0787,64,[64  7],71,-5,3
788,g0788,6,[6 2],8,-7,1
789,g0789,17,[17],17,-8,3
790,g0790,12,[12  6  1],19,-7,2
791,g0791,12,[12  6],30,-7,2
792,g0792,15,[15  3  2],20,-6,1
793,g0793,30,[30 28  4],62,-7,1
794,g0794,39,[39 28 17],84,-6,1
795,g0795,66,[66 15  6],87,-5,3
796,g0796,100,[100  34],134,-4,2
797,g0797,100,[100  66  36  18  12],232,-3,2
798,g0798,100,[100  26],226,-3,3
799,g0799,100,[100  64  41  12  11],228,-2,2
800,g0800,61,[61  4],65,-3,1
801,g0801,100,[100  41   5],146,-2,2
802,g0802,100,[100  89  44  36   9],278,-1,2
803,g0803,100,[100  32],232,-2,1
804,g0804,100,[100],100,-1,2
805,g0805,100,[100  87  42  31  14],274,0,1
806,g0806,100,[100  53  21   6],280,-27,7
807,g0807,93,[93 22 16],153,-27,3
808,g0808,100,[100   7],107,-26,3
809,g0809,100,[100  46  35   8   3],192,-25,3
810,g0810,100,[100  25],225,-25,3
811,g0811,100,[100  71  50  12   9],242,-24,2
812,g0812,65,[65  3],68,-25,3
813,g0813,28,[28 19  5],52,-26,4
814,g0814,59,[59  7  4],129,-26,4
815,g0815,47,[47  8  2],57,-25,4
816,g0816,100,[100  53],153,-24,2
817,g0817,100,[100  47  35   6],194,-23,3
818,g0818,100,[100  33],233,-23,4
819,g0819,100,[100  65  47  12   6],230,-22,2
820,g0820,61,[61  6],67,-23,3
821,g0821,20,[20  2],42,-25,1
822,g0822,38,[38  9],47,-26,3
823,g0823,10,[10  3  2],15,-25,2
824,g0824,11,[11  2],24,-25,2
825,g0825,29,[29 21  7  5],62,-24,4
826,g0826,55,[55 29  2],86,-25,1
827,g0827,60,[60 29 25 21  3],138,-24,4
828,g0828,53,[53  8  4],65,-23,4
829,g0829,100,[100  47],147,-22,2
830,g0830,100,[100  56  42   9   5],212,-21,3
831,g0831,100,[100  25],225,-21,4
832,g0832,100,[100  59  36  13  10],218,-20,2
833,g0833,63,[63 11],74,-21,3
834,g0834,16,[16 11  8  1],36,-23,1
835,g0835,43,[43],43,-24,3
836,g0836,14,[14  8  2],24,-23,2
837,g0837,15,[15  8  1],39,-23,2
838,g0838,28,[28 20  8  2],58,-22,4
839,g0839,54,[54 27  4],85,-23,1
840,g0840,60,[60 27 20 19  2],128,-22,4
841,g0841,61,[61 16  2],79,-21,4
842,g0842,100,[100  38],138,-20,2
843,g0843,100,[100  68  43  14  11],236,-19,3
844,g0844,100,[100  19],219,-19,4
845,g0845,100,[100  61  32  18  11],222,-18,2
846,g0846,65,[65  6],71,-19,3
847,g0847,16,[16  9  4  2],31,-21,1
848,g0848,43,[43],43,-22,3
849,g0849,16,[16  7  2],25,-21,2
850,g0850,20,[20  7],47,-21,2
851,g0851,34,[34 20 10  6],70,-20,4
852,g0852,49,[49 26  3],78,-21,1
853,g0853,60,[60 26 20  3],129,-20,4
854,g0854,57,[57 12  4],73,-19,4
855,g0855,100,[100  43],143,-18,2
856,g0856,100,[100  58  36  14   8],216,-17,3
857,g0857,100,[100  18],218,-17,4
858,g0858,100,[100  64  44  12   8],228,-16,2
859,g0859,68,[68  8],76,-17,3
860,g0860,20,[20  7  5  3],35,-19,1
861,g0861,42,[42],42,-20,3
862,g0862,13,[13  7  2],22,-19,2
863,g0863,21,[21  7],49,-19,2
864,g0864,37,[37 20  9  2  1],69,-18,4
865,g0865,43,[43 23  3],69,-19,1
866,g0866,57,[57 23 20 13  6],119,-18,4
867,g0867,53,[53 10  8],71,-17,4
868,g0868,100,[100  46],146,-16,2
869,g0869,100,[100  58  36  12  10],216,-15,3
870,g0870,100,[100  31],231,-15,4
871,g0871,100,[100  64  42  12  10],228,-14,2
872,g0872,71,[71  9],80,-15,3
873,g0873,16,[16  7  5  1],29,-17,1
874,g0874,43,[43],43,-18,3
875,g0875,16,[16  8  1],25,-17,2
876,g0876,20,[20  8  1],49,-17,2
877,g0877,27,[27 18  7  2],56,-16,4
878,g0878,42,[42 22  8],72,-17,1
879,g0879,51,[51 22 18 14  5],110,-16,4
880,g0880,50,[50 13  3],66,-15,4
881,g0881,100,[100  50],150,-14,2
882,g0882,100,[100  60  39  12   9],220,-13,3
883,g0883,100,[100  23],223,-13,4
884,g0884,100,[100  62  39  13  10],224,-12,2
885,g0885,61,[61  2],63,-13,3
886,g0886,19,[19  5  3  2],29,-15,1
887,g0887,38,[38],38,-16,3
888,g0888,17,[17  5  2],24,-15,2
889,g0889,18,[18  5],41,-15,2
890,g0890,34,[34 13  7  3],64,-14,4
891,g0891,36,[36 21  3],60,-15,1
892,g0892,47,[47 21 13 11  3],95,-14,4
893,g0893,63,[63 12 11],86,-13,4
894,g0894,100,[100  37],137,-12,2
895,g0895,100,[100  60  36  12],220,-11,3
896,g0896,100,[100  17],217,-11,4
897,g0897,100,[100  61  39  13   9],222,-10,2
898,g0898,63,[63 11],74,-11,3
899,g0899,9,[9 4 3],19,-13,1
900,g0900,33,[33],33,-14,3
901,g0901,16,[16  7  2],25,-13,2
902,g0902,20,[20  7  1],48,-13,2
903,g0903,24,[24 10  6  2],42,-12,4
904,g0904,43,[43 30 11],84,-13,1
905,g0905,55,[55 30 15 10  3],113,-12,4
906,g0906,61,[61 13  5],79,-11,4
907,g0907,100,[100  38],138,-10,2
908,g0908,100,[100  63  38  14  11],226,-9,3
909,g0909,100,[100  20],220,-9,4
910,g0910,100,[100  63  38  13  12],226,-8,2
911,g0911,68,[68  5],73,-9,3
912,g0912,9,[9 2],13,-11,1
913,g0913,29,[29],29,-12,3
914,g0914,14,[14  8],22,-11,2
915,g0915,13,[13  8  1],35,-11,2
916,g0916,23,[23 10  8  5  2],48,-10,4
917,g0917,34,[34 23  3],60,-11,1
918,g0918,42,[42 23 12 10  2],89,-10,4
919,g0919,54,[54 10  6],70,-9,4
920,g0920,100,[100  46],146,-8,2
921,g0921,100,[100  60  38  12  10],220,-7,3
922,g0922,100,[100  23],223,-7,4
923,g0923,100,[100  61  39  13   9],222,-6,2
924,g0924,60,[60  4],64,-7,3
925,g0925,8,[8 2 1],11,-9,1
926,g0926,30,[30],30,-10,3
927,g0927,11,[11  3  2],16,-9,2
928,g0928,13,[13  3  1],30,-9,2
929,g0929,17,[17  4  3],28,-8,4
930,g0930,36,[36 21  5],62,-9,1
931,g0931,42,[42 21 13  4],80,-8,4
932,g0932,58,[58  6],70,-7,4
933,g0933,100,[100  42],142,-6,2
934,g0934,100,[100  60  42  10   8],220,-5,3
935,g0935,100,[100  27],227,-5,4
936,g0936,100,[100  61  39  11],222,-4,2
937,g0937,64,[64  6],70,-5,3
938,g0938,6,[6 1],7,-7,1
939,g0939,25,[25],25,-8,3
940,g0940,16,[16  9  1],26,-7,2
941,g0941,16,[16  9  1],42,-7,2
942,g0942,17,[17  3],23,-6,1
943,g0943,30,[30 24  4],58,-7,1
944,g0944,41,[41 24 13],78,-6,1
945,g0945,66,[66 12  6],84,-5,3
946,g0946,100,[100  34],134,-4,2
947,g0947,100,[100  68  38  18  12],236,-3,2
948,g0948,100,[100  28],228,-3,3
949,g0949,100,[100  62  31  18  13],224,-2,2
950,g0950,69,[69  8],77,-3,1
951,g0951,100,[100  44   3],147,-2,2
952,g0952,100,[100  84  40  35   9],268,-1,2
953,g0953,100,[100  28],228,-2,1
954,g0954,100,[100],100,-1,2
955,g0955,100,[100  85  41  34  10],270,0,1
956,g0956,100,[100  51  20   6],277,-29,5
957,g0957,91,[91 25 15],146,-29,3
958,g0958,100,[100   9],109,-28,2
959,g0959,100,[100  39  32   4   3],178,-27,2
960,g0960,100,[100  24],224,-27,2
961,g0961,100,[100  74  52  12  10],248,-26,2
962,g0962,71,[71  1],72,-27,3
963,g0963,35,[35 25  3],63,-27,4
964,g0964,63,[63  9  7],142,-27,4
965,g0965,46,[46  9  2],57,-26,4
966,g0966,100,[100  54],154,-26,2
967,g0967,100,[100  46  29   9   8],192,-25,3
968,g0968,100,[100  28],228,-25,4
969,g0969,100,[100  72  49  14   9],244,-24,2
970,g0970,65,[65  5],70,-25,3
971,g0971,18,[18  1],37,-26,1
972,g0972,44,[44  8],52,-27,3
973,g0973,12,[12  3  1],16,-26,2
974,g0974,21,[21  3],45,-26,2
975,g0975,35,[35 25 12  4  1],77,-25,4
976,g0976,53,[53 24  2],79,-26,1
977,g0977,61,[61 25 24 18  3],131,-25,4
978,g0978,47,[47  6  5],58,-24,4
979,g0979,100,[100  53],153,-24,2
980,g0980,100,[100  51  39   9   3],202,-23,3
981,g0981,100,[100  26],226,-23,4
982,g0982,100,[100  63  41  11],226,-22,2
983,g0983,59,[59  5],64,-23,3
984,g0984,13,[13  6  4  1],24,-24,1
985,g0985,44,[44],44,-25,3
986,g0986,8,[8 4],12,-24,2
987,g0987,25,[25  4  1],55,-24,2
988,g0988,31,[31 20 13  1],66,-23,4
989,g0989,59,[59 31  4],94,-24,1
990,g0990,65,[65 31 20  1],137,-23,4
991,g0991,56,[56 10  4],70,-22,4
992,g0992,100,[100  44],144,-22,2
993,g0993,100,[100  55  40   8   7],210,-21,3
994,g0994,100,[100  25],225,-21,4
995,g0995,100,[100  63  40  13  10],226,-20,2
996,g0996,61,[61  8],69,-21,3
997,g0997,14,[14  4  3],21,-22,1
998,g0998,38,[38],38,-23,3
999,g0999,13,[13  4  2],19,-22,2
1000,g1000,23,[23  4],50,-22,2
1001,g1001,31,[31 15 10  2],60,-21,4
1002,g1002,45,[45 29  3],77,-22,1
1003,g1003,57,[57 29 20 15  5],126,-21,4
1004,g1004,67,[67 17  4],88,-20,4
1005,g1005,100,[100  32],132,-20,2
1006,g1006,100,[100  63  34  16  13],226,-19,3
1007,g1007,100,[100  12],212,-19,4
1008,g1008,100,[100  65  39  14  12],230,-18,2
1009,g1009,64,[64  3],67,-19,3
1010,g1010,18,[18 11  5  2],36,-20,1
1011,g1011,43,[43],43,-21,3
1012,g1012,17,[17  7  5],29,-20,2
1013,g1013,18,[18  7],43,-20,2
1014,g1014,37,[37 24 12  4  1],78,-19,4
1015,g1015,49,[49 26  3],78,-20,1
1016,g1016,64,[64 26 24 17  8],139,-19,4
1017,g1017,58,[58  8  3],69,-18,4
1018,g1018,100,[100  42],142,-18,2
1019,g1019,100,[100  60  38  11],220,-17,3
1020,g1020,100,[100  26],226,-17,4
1021,g1021,100,[100  67  40  16  11],234,-16,2
1022,g1022,64,[64  5],69,-17,3
1023,g1023,16,[16  6  4  2],28,-18,1
1024,g1024,46,[46],46,-19,3
1025,g1025,13,[13  7  3],23,-18,2
1026,g1026,25,[25  7],57,-18,2
1027,g1027,33,[33 20 11  3  1],68,-17,4
1028,g1028,49,[49 26  3],78,-18,1
1029,g1029,59,[59 26 20  4],129,-17,4
1030,g1030,57,[57  9  5],71,-16,4
1031,g1031,100,[100  42],142,-16,2
1032,g1032,100,[100  58  36  14   8],216,-15,3
1033,g1033,100,[100  25],225,-15,4
1034,g1034,100,[100  63  42  13   8],226,-14,2
1035,g1035,62,[62  6],68,-15,3
1036,g1036,18,[18  7  6  1],32,-16,1
1037,g1037,38,[38],38,-17,3
1038,g1038,11,[11  6  2],19,-16,2
1039,g1039,18,[18  6],42,-16,2
1040,g1040,31,[31 20  9  3],63,-15,4
1041,g1041,49,[49 28  4],81,-16,1
1042,g1042,58,[58 28 22 20  5],133,-15,4
1043,g1043,59,[59 12  5],76,-14,4
1044,g1044,100,[100  40],140,-14,2
1045,g1045,100,[100  58  36  13   9],216,-13,3
1046,g1046,100,[100  17],217,-13,4
1047,g1047,100,[100  63  41  12  10],226,-12,2
1048,g1048,61,[61  6],67,-13,3
1049,g1049,13,[13  5  3],24,-14,1
1050,g1050,41,[41],41,-15,3
1051,g1051,15,[15  8  2],25,-14,2
1052,g1052,20,[20  8  1],49,-14,2
1053,g1053,34,[34 17 13  4],68,-13,4
1054,g1054,45,[45 25  3],73,-14,1
1055,g1055,54,[54 25 17 16  1],113,-13,4
1056,g1056,60,[60  9],78,-13,4
1057,g1057,100,[100  40],140,-12,2
1058,g1058,100,[100  58  37  11  10],216,-11,3
1059,g1059,100,[100  13],213,-11,4
1060,g1060,100,[100  70  38  18  14],240,-10,2
1061,g1061,63,[63  7],70,-11,3
1062,g1062,10,[10  3],13,-13,1
1063,g1063,35,[35],35,-13,3
1064,g1064,15,[15  9  1],25,-12,2
1065,g1065,22,[22  9  3],56,-12,2
1066,g1066,25,[25  9  6  2  1],43,-12,4
1067,g1067,41,[41 28  4],73,-13,1
1068,g1068,51,[51 28 14  9  1],103,-12,4
1069,g1069,61,[61 10  6],77,-11,4
1070,g1070,100,[100  37],137,-10,2
1071,g1071,100,[100  56  30  14  12],212,-9,3
1072,g1072,100,[100  28],228,-9,4
1073,g1073,100,[100  62  45  13   4],224,-8,2
1074,g1074,61,[61  4],65,-9,3
1075,g1075,10,[10  3  1],15,-11,1
1076,g1076,23,[23],23,-12,3
1077,g1077,11,[11  3  1],15,-11,2
1078,g1078,13,[13  3],29,-11,2
1079,g1079,21,[21  7  3  1],35,-10,4
1080,g1080,40,[40 31  6],77,-11,1
1081,g1081,50,[50 31 18  7  2],108,-10,4
1082,g1082,59,[59  8  5],72,-9,4
1083,g1083,100,[100  40],140,-8,2
1084,g1084,100,[100  58  37  14   7],216,-7,3
1085,g1085,100,[100  19],219,-7,4
1086,g1086,100,[100  65  35  21   9],230,-6,2
1087,g1087,61,[61  8],69,-7,3
1088,g1088,7,[7 3 1],11,-9,1
1089,g1089,22,[22],22,-10,3
1090,g1090,7,[7 3 1],11,-9,2
1091,g1091,9,[9 3],21,-9,2
1092,g1092,13,[13  5  2  1],22,-8,4
1093,g1093,39,[39 28  4],71,-9,1
1094,g1094,45,[45 28 15  5  2],95,-8,4
1095,g1095,60,[60 11  5],76,-7,4
1096,g1096,100,[100  40],140,-6,2
1097,g1097,100,[100  66  45  11  10],232,-5,3
1098,g1098,100,[100  31],231,-5,4
1099,g1099,100,[100  57  29  16  12],214,-4,2
1100,g1100,62,[62  7],69,-5,3
1101,g1101,7,[7 2],9,-7,1
1102,g1102,20,[20],20,-8,3
1103,g1103,8,[8 5],13,-7,2
1104,g1104,11,[11  5  2],29,-7,2
1105,g1105,9,[9 2],13,-6,1
1106,g1106,31,[31 24  1],56,-7,1
1107,g1107,33,[33 24 16],73,-6,1
1108,g1108,68,[68 18  7],93,-5,3
1109,g1109,100,[100  32],132,-4,2
1110,g1110,100,[100  71  41  18  12],242,-3,2
1111,g1111,100,[100  26],226,-3,3
1112,g1112,100,[100  57  30  17  10],214,-2,2
1113,g1113,66,[66  6],72,-3,1
1114,g1114,100,[100  40   9],149,-2,2
1115,g1115,100,[100  83  43  31   9],266,-1,2
1116,g1116,100,[100  29],229,-2,1
1117,g1117,100,[100],100,-1,2
1118,g1118,100,[100  86  45  34   7],272,0,1
1119,g1119,100,[100  27],227,-29,2
1120,g1120,100,[100  91  76  15],282,-28,2
1121,g1121,100,[100  21],121,-28,2
1122,g1122,100,[100  76  61  14   1],252,-27,4
1123,g1123,74,[74  2],76,-28,3
1124,g1124,33,[33 28  3],64,-28,4
1125,g1125,58,[58  5  2],123,-28,4
1126,g1126,39,[39 10  2],51,-27,4
1127,g1127,100,[100  61],161,-27,2
1128,g1128,100,[100  41  28  10   3],182,-26,2
1129,g1129,100,[100  23],223,-26,3
1130,g1130,100,[100  77  49  20   8],254,-25,2
1131,g1131,72,[72  6],78,-26,3
1132,g1132,20,[20  1],41,-27,1
1133,g1133,46,[46  7],53,-28,3
1134,g1134,11,[11  2  1],14,-27,2
1135,g1135,20,[20  2],42,-27,2
1136,g1136,36,[36 25 11  5  1],78,-26,4
1137,g1137,50,[50 19  2],71,-27,1
1138,g1138,58,[58 25 19 17  3],122,-26,4
1139,g1139,45,[45  8  5],58,-25,4
1140,g1140,100,[100  54],154,-25,2
1141,g1141,100,[100  48  30  13   5],196,-24,3
1142,g1142,100,[100  25],225,-24,4
1143,g1143,100,[100  70  47  18   5],240,-23,2
1144,g1144,63,[63  6],69,-24,3
1145,g1145,20,[20 13  7  1],41,-25,1
1146,g1146,49,[49],49,-26,3
1147,g1147,10,[10  4  1],15,-25,2
1148,g1148,21,[21  4  1],47,-25,2
1149,g1149,33,[33 26 12  2],75,-24,4
1150,g1150,53,[53 21  2],76,-25,1
1151,g1151,59,[59 26 21  5],132,-24,4
1152,g1152,50,[50 10  4],64,-23,4
1153,g1153,100,[100  49],149,-23,2
1154,g1154,100,[100  56  42   8   6],212,-22,3
1155,g1155,100,[100  28],228,-22,4
1156,g1156,100,[100  60  40  10],220,-21,2
1157,g1157,63,[63  6],69,-22,3
1158,g1158,18,[18 14  8  1],41,-23,1
1159,g1159,42,[42],42,-24,3
1160,g1160,9,[9 5 2],16,-23,2
1161,g1161,22,[22  5],49,-23,2
1162,g1162,37,[37 29 14  1],81,-22,4
1163,g1163,58,[58 29  4],91,-23,1
1164,g1164,71,[71 29 19  8],156,-22,4
1165,g1165,55,[55 10  3],68,-21,4
1166,g1166,100,[100  45],145,-21,2
1167,g1167,100,[100  56  38  12   6],212,-20,3
1168,g1168,100,[100  22],222,-20,4
1169,g1169,100,[100  64  48   8],228,-19,2
1170,g1170,65,[65  7],72,-20,3
1171,g1171,20,[20  8  6  3],37,-21,1
1172,g1172,49,[49],49,-22,3
1173,g1173,14,[14  7  1],22,-21,2
1174,g1174,28,[28  7  1],64,-21,2
1175,g1175,39,[39 21 10  3],76,-20,4
1176,g1176,50,[50 25  1],76,-21,1
1177,g1177,61,[61 25 21 13  2],122,-20,4
1178,g1178,62,[62 11  8],81,-19,4
1179,g1179,100,[100  37],137,-19,2
1180,g1180,100,[100  59  31  15  13],218,-18,3
1181,g1181,100,[100  24],224,-18,4
1182,g1182,100,[100  66  37  17  12],232,-17,2
1183,g1183,67,[67 12],79,-18,3
1184,g1184,19,[19  7  5],31,-19,1
1185,g1185,42,[42],42,-20,3
1186,g1186,12,[12  5  1],18,-19,2
1187,g1187,21,[21  5],47,-19,2
1188,g1188,32,[32 20  9  3  2],66,-18,4
1189,g1189,46,[46 24  6],76,-19,1
1190,g1190,54,[54 24 20 15  4],117,-18,4
1191,g1191,59,[59 15  7],81,-17,4
1192,g1192,100,[100  40],140,-17,2
1193,g1193,100,[100  66  39  15  12],232,-16,3
1194,g1194,100,[100  29],229,-16,4
1195,g1195,100,[100  55  38   9   8],210,-15,2
1196,g1196,63,[63  7],70,-16,3
1197,g1197,23,[23 10  5  4],42,-17,1
1198,g1198,42,[42],42,-18,3
1199,g1199,13,[13  5  1],19,-17,2
1200,g1200,20,[20  5  1],46,-17,2
1201,g1201,37,[37 22  9  4  2],74,-16,4
1202,g1202,46,[46 23  5],74,-17,1
1203,g1203,57,[57 23 22 16  6],124,-16,4
1204,g1204,55,[55 10  8],73,-15,4
1205,g1205,100,[100  42],142,-15,2
1206,g1206,100,[100  62  41  12   9],224,-14,3
1207,g1207,100,[100  21],221,-14,4
1208,g1208,100,[100  57  39  11   7],214,-13,2
1209,g1209,63,[63  7],70,-14,3
1210,g1210,18,[18  7  5  3],33,-15,1
1211,g1211,41,[41],41,-16,3
1212,g1212,15,[15  8  2],25,-15,2
1213,g1213,25,[25  8  1],59,-15,2
1214,g1214,35,[35 18 10  2  1],66,-14,4
1215,g1215,40,[40 25  5],70,-15,1
1216,g1216,54,[54 25 18 14  7],118,-14,4
1217,g1217,57,[57 12  8],77,-13,4
1218,g1218,100,[100  42],142,-13,2
1219,g1219,100,[100  61  40  14   7],222,-12,3
1220,g1220,100,[100  26],226,-12,4
1221,g1221,100,[100  64  45  11   8],228,-11,2
1222,g1222,70,[70 11],81,-12,3
1223,g1223,11,[11  5  3  1],20,-13,1
1224,g1224,38,[38],38,-14,3
1225,g1225,17,[17  7  2],26,-13,2
1226,g1226,21,[21  7  3],52,-13,2
1227,g1227,31,[31 18 12  3  2],66,-12,4
1228,g1228,46,[46 27  7],80,-13,1
1229,g1229,56,[56 27 18 13  2],116,-12,4
1230,g1230,57,[57 17  4],78,-11,4
1231,g1231,100,[100  42],142,-11,2
1232,g1232,100,[100  61  33  17  11],222,-10,3
1233,g1233,100,[100  20],220,-10,4
1234,g1234,100,[100  64  39  14  11],228,-9,2
1235,g1235,62,[62  2],64,-10,3
1236,g1236,14,[14  4  2  1],21,-11,1
1237,g1237,41,[41],41,-12,3
1238,g1238,18,[18  5  1],24,-11,2
1239,g1239,20,[20  5],45,-11,2
1240,g1240,35,[35 15 11  6  2],69,-10,4
1241,g1241,38,[38 22  3],63,-11,1
1242,g1242,52,[52 22 16 15  4],109,-10,4
1243,g1243,56,[56 10  4],70,-10,4
1244,g1244,100,[100  44],144,-9,2
1245,g1245,100,[100  56  38   9],212,-8,3
1246,g1246,100,[100  24],224,-8,4
1247,g1247,100,[100  66  41  13  12],232,-7,2
