,logic_gate,max,unique,sum,Deep,Fanouts
515,g0515,32,[32 28 19  9  5],98,-5,3
516,g0516,19,[19  9  2 15],45,-5,2
517,g0517,28,[16  9 28 21  8  4],111,-5,3
518,g0518,21,[21  6  4  3  8],42,-5,2
519,g0519,34,[34 23  7 14  4],89,-4,1
520,g0520,44,[44 23 18  4  1 16],111,-4,1
521,g0521,67,[67 13  6 15],101,-5,2
522,g0522,100,[100  33  12   7   3],155,-4,1
523,g0523,100,[100  69  44  21   4  19   3],264,-4,1
524,g0524,100,[100  20  28  16  11   8],283,-3,1
525,g0525,100,[100  47  28  12   7  21  10   6   5],264,-2,1
526,g0526,64,[64  4 30 23  9  8  6],144,-4,1
527,g0527,30,[ 6  2 30 27 11  8],92,-4,1
528,g0528,30,[20 30 21 10  6  5],92,-3,1
529,g0529,30,[13  8  2 30 16 10  9  7  4],129,-6,1
530,g0530,30,[13  8 30 19  9  6  4],102,-5,3
531,g0531,30,[16  3  1 30 19  9  8  2],88,-5,3
532,g0532,30,[30 26  4 18],78,-5,2
533,g0533,40,[40 26 17 30 18  8  2],149,-5,3
534,g0534,58,[58  8  6 15],87,-5,2
535,g0535,100,[100  42  20   7   6],175,-4,1
536,g0536,100,[100  71  49  11  17   8   6],273,-4,1
537,g0537,100,[100  20  11],231,-5,2
538,g0538,100,[100  58  33  18   7  17   1],241,-4,1
539,g0539,65,[65  4 21  8  2],100,-4,1
540,g0540,100,[100  44   7  30  13  11   6],211,-3,1
541,g0541,100,[100  88  42  37   9  30  22   8   7],350,-2,1
542,g0542,100,[100  26  25  15  10   4   1],281,-4,1
543,g0543,100,[100  25  13   9   2],151,-4,1
544,g0544,100,[100  89  43  38   8  25  23  18   3   2],349,-3,1
545,g0545,100,[100  51  24   2  25  19   7   6],340,-5,3
546,g0546,91,[91 24 17 13 25 16 10  6  3],236,-6,1
547,g0547,100,[100   9  25  20   8   7   5],174,-5,3
548,g0548,100,[100  40  36   3   1  12],192,-5,2
549,g0549,100,[100  23  25  20   9   7   4],288,-5,4
550,g0550,100,[100  72  49  12  11   7   5],280,-4,1
551,g0551,72,[72  3 12  2  1],90,-4,1
552,g0552,28,[28 24  2 13],67,-5,2
553,g0553,58,[58  2 13  7],155,-4,1
554,g0554,43,[43 13 15  2  1],74,-4,1
555,g0555,100,[100  57  25  12   9   6],209,-3,1
556,g0556,100,[100  52  37  12   3  25  22  13   7   2],273,-2,1
557,g0557,100,[100  26  39  14  10],389,-1,2
558,g0558,100,[100  65  40  14  11],330,0,1
559,g0559,63,[63  5 10  8  4  2],94,-4,1
560,g0560,23,[23  2 10  7  4  1],72,-4,1
561,g0561,41,[41  9 10  4  3  2],78,-3,1
562,g0562,11,[11  2  5],20,-7,1
563,g0563,18,[18  2 10  4  3],72,-6,1
564,g0564,32,[32 21  6  1  5],71,-7,1
565,g0565,49,[49 25 10  5  3  2],109,-6,1
566,g0566,56,[56 25 21 16  4 10  8  3  1],148,-5,3
567,g0567,48,[48  7  6 10  9  4  1],89,-5,3
568,g0568,100,[100  51   5],156,-5,2
569,g0569,100,[100  50  38   8   4  10   7   3   1],224,-5,3
570,g0570,100,[100  25   5],230,-5,2
571,g0571,100,[100  70  47  12  11   8   3   2],253,-4,1
572,g0572,63,[63  9  6  2],80,-4,1
573,g0573,13,[13  6  4  2],29,-5,2
574,g0574,43,[43  5  3  1],52,-4,1
575,g0575,11,[11  5  2  6],28,-4,1
576,g0576,19,[19  5  1 10  4],64,-3,1
577,g0577,27,[27 19 11  2  1 10  6  3],82,-2,1
578,g0578,53,[53 28  5 15 12  6  3],125,-4,1
579,g0579,62,[62 28 23 19  6 15 13  7  4  2],179,-4,1
580,g0580,59,[59 12  2 15 10  6  3  1],108,-3,1
581,g0581,100,[100  41   5],146,-7,1
582,g0582,100,[100  57  35  16   6  15  10   4   1],269,-6,1
583,g0583,100,[100  27  15  13   6   4   3],268,-5,3
584,g0584,100,[100  65  44  16   5  15  10   4   2],265,-5,3
585,g0585,52,[52  5  9],66,-5,2
586,g0586,17,[17  4  3 15 11  5],64,-5,3
587,g0587,47,[47 11],58,-5,2
588,g0588,16,[16  6  3  9  1],36,-4,1
589,g0589,20,[20  6  5  3],60,-4,1
590,g0590,33,[33 17 12  5  3  8],78,-5,2
591,g0591,50,[50 26  2  9  1],88,-4,1
592,g0592,58,[58 26 23 17  4  9  5  2],144,-4,1
593,g0593,65,[65 10  8 15  6  3],113,-3,1
594,g0594,100,[100  34  15   9   5   3   1],167,-2,1
595,g0595,100,[100  51  33  11   7  15  14   6   1],245,-4,1
596,g0596,100,[100  21  15  14   6   5   3],264,-4,1
597,g0597,100,[100  64  47   9   8  15  12   5   4   3],267,-3,1
598,g0598,64,[64 11  9],84,-7,1
599,g0599,15,[ 9  3  2  1 15  7  5  4],67,-6,1
600,g0600,38,[38 15  9  4  3  2],71,-5,3
601,g0601,19,[19 12  2 15  8  3],64,-5,3
602,g0602,25,[25 12  1  8],71,-5,2
603,g0603,28,[28 12  8  3  1 15  5  2],91,-5,3
604,g0604,45,[45 31  9],94,-5,2
605,g0605,57,[57 31 21 12  1 10  2],135,-4,1
606,g0606,68,[68 16  4  8  1],101,-4,1
607,g0607,100,[100  31   7],138,-5,2
608,g0608,100,[100  63  30  18  15   7   2   1],236,-4,1
609,g0609,100,[100  22   8   4   3],237,-4,1
610,g0610,100,[100  70  39  18  13  15   8   6   2],271,-3,1
611,g0611,67,[67  7 15  8  4  2],105,-2,1
612,g0612,12,[12  4  2  1 10],29,-2,2
613,g0613,33,[33 10  5  3  2],68,-4,1
614,g0614,14,[10  5  1 14],30,-2,2
615,g0615,15,[15  5 10  6  4  3  2  1],71,-4,1
616,g0616,29,[29 19 12  2 10  8  5  1],88,-3,1
617,g0617,41,[41 24  2  5],72,-7,1
618,g0618,54,[54 24 19 17  8 10  5  3  2],157,-6,1
619,g0619,54,[54 11  4 10  8  3  1],95,-5,3
620,g0620,100,[100  46  10   7   6   1],170,-5,3
621,g0621,100,[100  58  37  15   6   8],224,-5,2
622,g0622,100,[100  21  10   8   4   3   1],247,-5,3
623,g0623,100,[100  61  36  13  12   6],228,-5,2
624,g0624,65,[65  6],77,-4,1
625,g0625,14,[14  5  3  1  4  2],32,-4,1
626,g0626,36,[36  4],40,-5,2
627,g0627,14,[14  5  2  3],24,-4,1
628,g0628,16,[16  5  2  6  3  1],49,-4,1
629,g0629,28,[28 12  7  3 10  6],76,-3,1
630,g0630,40,[40 24  2 10  7  4  3],90,-2,1
631,g0631,100,[ 50  24  16  12   3 100  48  18   6],277,-1,2
632,g0632,100,[ 61  11   6 100],178,0,1
633,g0633,100,[100  38  16   5   3],162,-4,1
634,g0634,100,[100  64  37  14  13  16   5   4],253,-4,1
635,g0635,100,[100  18  16   9   6   2   1],252,-3,1
636,g0636,100,[100  59  38  12   9   4],222,-6,1
637,g0637,47,[47  5 16 11  7],102,-5,3
638,g0638,15,[15  5  1 13],34,-5,2
639,g0639,31,[31 16  9  6  3],65,-5,3
640,g0640,16,[10  4  3 16  7],47,-5,4
641,g0641,15,[15  4  1 13],61,-4,1
642,g0642,17,[17  5  2  1],27,-4,1
643,g0643,37,[37 26  4  3],70,-5,2
644,g0644,39,[39 26 17  2  1  3],91,-4,1
645,g0645,69,[69 14 12],95,-4,1
646,g0646,100,[100  31  16  13],173,-3,1
647,g0647,100,[100  65  49  12   4  16  13],272,-2,1
648,g0648,100,[100  22  25  13   5   4],291,-4,1
649,g0649,100,[100  55  32  16   7  25  23  13   3],281,-4,1
650,g0650,58,[58 10 25 13  5  4],119,-3,1
651,g0651,25,[ 3  1 25 13 10  8  5  2],92,-6,1
652,g0652,25,[16 25 17  8  7  2],75,-5,3
653,g0653,25,[10  9 25 19  5  4],82,-5,3
654,g0654,11,[11  9  1],43,-5,2
655,g0655,25,[10  1 25 20  8  6],77,-5,3
656,g0656,39,[39 35 11 10],95,-5,2
657,g0657,46,[46 35 24 14  6  3],128,-4,1
658,g0658,71,[71 18  3 15  5],112,-4,1
659,g0659,100,[100  29  15],144,-5,2
660,g0660,100,[100  66  37  15  14  13   6   3],254,-4,1
661,g0661,100,[100  18  16   5],244,-4,1
662,g0662,100,[100  64  37  15  12  25   8   5],278,-3,1
663,g0663,62,[62  7 25 20  9  4],134,-2,1
664,g0664,100,[100  42   7  23  15   5   3],202,-4,1
665,g0665,100,[100  91  41  39  11  23  20   9   6   5],345,-4,1
666,g0666,100,[100  24  23  19  10   5   4],285,-3,1
667,g0667,100,[100  23  11  10   9   2],180,-6,1
668,g0668,100,[100  86  39  36  11  23  14   8   3],323,-5,3
669,g0669,100,[100  49  20   5  17],291,-5,2
670,g0670,89,[89 22 20 14 23 16 10  6],200,-5,3
671,g0671,100,[100  11  23  17   8   7   2],168,-5,4
672,g0672,100,[100  47  38   5   4  17],238,-4,1
673,g0673,100,[100  26  14   9   6],255,-4,1
674,g0674,100,[100  65  45  12   8  17],247,-5,2
675,g0675,72,[72  3 14  5],108,-4,1
676,g0676,30,[30 27  3 20  9],92,-4,1
677,g0677,60,[60  5 23  9  6],172,-3,1
678,g0678,40,[40 11 23 18  9  5  4],110,-2,1
679,g0679,100,[100  60  20  19  10   9],218,-4,1
680,g0680,100,[100  53  41   6  20  19  10   8   1],264,-4,1
681,g0681,100,[100  28  20  19  18   1],286,-3,1
682,g0682,100,[100  61  38  15   8  20   5],272,-5,3
683,g0683,65,[65 10 20 12  6  2],147,-6,1
684,g0684,23,[23  3 20 17  9  5],103,-5,3
685,g0685,48,[48 13 10],71,-5,2
686,g0686,20,[10  3  2 20 16  9  4],67,-5,4
687,g0687,15,[15  2  8  3],54,-4,1
688,g0688,35,[35 26 12  7  8  3  1],92,-4,1
689,g0689,50,[50 17 12],79,-5,2
690,g0690,54,[54 26 20 17  4  9  3],142,-4,1
691,g0691,52,[52 14  8 13  3  2],92,-4,1
692,g0692,100,[100  48  20  11   9   7],195,-3,1
693,g0693,100,[100  62  45   9   8  20  19  13   6],282,-2,1
694,g0694,100,[100  22  41  14   7],384,-1,2
695,g0695,100,[100  63  37  16  10],326,0,1
696,g0696,70,[70 10 55 33 16  1],185,-1,1
697,g0697,14,[14 11  8  1  2],40,-2,1
698,g0698,42,[42 39 24  1],106,-1,1
699,g0699,100,[ 12   7   1 100  47  28  25  20   8],348,0,1
700,g0700,49,[19  7  2 49 24],120,-2,4
701,g0701,100,[ 34  25  14   2 100  51],326,-2,3
702,g0702,100,[ 57  30   8 100],195,-1,5
703,g0703,100,[ 68  30  25  24   5 100  74  29  23  22],400,0,1
704,g0704,50,[50 12  2 43 20],170,-2,1
705,g0705,100,[100  50  57],421,-1,7
706,g0706,100,[100  57  37  10  79  33  24  22],472,0,1
707,g0707,100,[100  28  22],250,-1,1
708,g0708,100,[100  65  45  12   8],230,-3,1
709,g0709,65,[65  7],72,-4,1
710,g0710,21,[21  7  5  2],35,-3,1
711,g0711,51,[51],51,-2,1
712,g0712,20,[20  6  1  3  2],38,-1,1
713,g0713,100,[ 23   6 100  50  19],221,0,1
714,g0714,53,[41 24 15  6  2 53 21],162,-2,1
715,g0715,53,[47 22  2 53],124,-1,2
716,g0716,57,[57 24 22 18  5 15],141,-2,2
717,g0717,100,[ 55  14   7 100  53  15],244,-1,6
718,g0718,100,[100  43  30  27  20  10],473,0,1
719,g0719,100,[100  54  32  11  64   9],281,-2,4
720,g0720,100,[100  16  21   2],260,-2,1
721,g0721,100,[100  68  46  11  61  20   3],381,-3,1
722,g0722,64,[64  5 45 17  1],177,-3,1
723,g0723,52,[20  6  4 52 12],102,-3,1
724,g0724,99,[42 99 54 34 11],339,-2,3
725,g0725,100,[ 13   5 100  58],181,-1,1
726,g0726,100,[ 20   5   1 100  80  33  26  21],306,0,1
727,g0727,57,[39 24 14  3  1 57  6],144,-4,1
728,g0728,97,[47 27  7 97 22  6  5],218,-3,3
729,g0729,97,[59 27 24 13  7 97],227,-2,1
730,g0730,100,[ 50   8   7 100  57   4],226,-1,1
731,g0731,100,[100  49  76  36  20],401,0,1
732,g0732,100,[100  50  35   8   7],300,-1,2
733,g0733,100,[100  27  35],262,-3,1
734,g0734,100,[100  71  45  13  93  36   9],380,-2,3
735,g0735,100,[ 70  10 100  53   5],238,-1,1
736,g0736,100,[ 17   7   3   1 100  82  35  25  22],292,0,1
737,g0737,100,[ 40 100  36],176,-1,1
738,g0738,100,[ 19  10   2 100  66  24  18],263,0,1
739,g0739,50,[27 10  1 50 24 12  4],155,-2,2
740,g0740,55,[33 14  7  3 55  1],116,-3,1
741,g0741,34,[34 21  7  5  3  2  1],73,-4,2
742,g0742,45,[45 21 14 10  2 43 22 11],213,-3,1
743,g0743,62,[62 17 10 49  2],142,-3,1
744,g0744,100,[100  37  97  54  22   8],415,-2,3
745,g0745,100,[100  63  30  21  12  56   1],383,-1,1
746,g0746,100,[100  19  76  31  28  17],471,0,1
747,g0747,100,[100  61  34  15  12  47   2   1],272,-4,2
748,g0748,61,[61  3 59  2],184,-4,2
749,g0749,93,[14  5  2 93 34 30],273,-3,2
750,g0750,93,[32 93],125,-2,1
751,g0751,100,[  8   2 100   7],117,-1,1
752,g0752,100,[ 14   2 100  70  27  22  21],270,0,1
753,g0753,58,[27 14  8  2 58 13  6],130,-2,1
754,g0754,67,[42 26  9 67],144,-2,2
755,g0755,90,[53 26 18 14  6 90 34  3],244,-2,3
756,g0756,100,[ 57  12   5 100  10],184,-1,1
757,g0757,100,[100  42  76  27  25  24],394,0,1
758,g0758,100,[100  62  43  11   8  22   6],352,-1,1
759,g0759,100,[100  19  75  37  20  18],469,0,1
760,g0760,100,[100  63  43  14   6],226,-1,1
761,g0761,100,[ 59   5 100  13],177,0,1
762,g0762,100,[ 10   3 100  43  30  27  20],343,0,1
763,g0763,99,[35 99],134,-2,2
764,g0764,40,[17  7  3 40 19],86,-2,1
765,g0765,100,[ 18   7   1 100  60],304,-1,4
766,g0766,62,[26  8  7  5  2 62  4],176,-3,2
767,g0767,100,[ 40  27   3 100],170,-4,3
768,g0768,50,[50 27 17  8  1 46],149,-2,3
769,g0769,63,[63  9  8 50  4  2],136,-3,2
770,g0770,100,[100  36  39   9   2],186,-2,2
771,g0771,100,[100  54  31  12  11  39  32  17   3],311,-1,1
772,g0772,100,[100  17  20   1],238,-3,1
773,g0773,100,[100  68  40  18  10  61  41  23   6],367,-2,2
774,g0774,61,[55  9 61 44 30  7],213,-1,1
775,g0775,100,[  7   1 100  61  37  24  15],370,0,1
776,g0776,90,[27 90 35  4],156,-2,3
777,g0777,39,[10  6 39 32 17 12  3],119,-1,1
778,g0778,61,[13  6 61 10],164,-2,2
779,g0779,61,[14  4  3  2 61 42 29  7  6],168,-1,1
780,g0780,100,[ 43  31   8 100  55  36  25  20  19],437,0,1
781,g0781,48,[48 31 20  4  1 39 36 14  2],215,-1,1
782,g0782,65,[65 16  5 61  4],151,-2,2
783,g0783,100,[100  35  61  32  21   8   3],260,-1,1
784,g0784,100,[100  58  38  12   8  46  32  29  22  17],562,0,1
785,g0785,100,[100  25],325,-1,3
786,g0786,100,[100  60  40  14   6  77  38  23  16],474,0,1
787,g0787,95,[64  7 95],166,-2,1
788,g0788,100,[  6   2 100  43  27],178,-1,5
789,g0789,100,[ 17 100  77  29  25  23],271,0,1
790,g0790,100,[ 12   6   1 100  43],162,-2,1
791,g0791,100,[ 12   6 100  54  33  15],238,-1,4
792,g0792,53,[15  3  2 53  1],74,-2,1
793,g0793,53,[30 28  4 53 49 24 22  3],213,-1,2
794,g0794,100,[ 39  28  17 100  59  34  25  13],443,0,1
795,g0795,100,[ 66  15   6 100  77  28  25  24],341,0,1
796,g0796,100,[100  34  16],150,-3,2
797,g0797,100,[100  66  36  18  12  60  17   9   7],325,-2,1
798,g0798,100,[100  26  65  27   7],390,-3,1
799,g0799,100,[100  64  41  12  11  59  13],359,-3,1
800,g0800,63,[61  4 63 13],145,-3,1
801,g0801,100,[100  41   5  97  38  14   6],398,-2,3
802,g0802,100,[100  89  44  36   9   3],381,-1,1
803,g0803,100,[100  32  82  33  25  24],496,0,1
804,g0804,100,[100  59  21   4],243,-2,1
805,g0805,100,[100  87  42  31  14  63   8],345,-3,1
806,g0806,100,[100  53  21   6  92  15  13   3],418,-2,3
807,g0807,100,[ 93  22  16 100   8],361,-1,1
808,g0808,100,[100   7  70  27  24  19],347,0,1
809,g0809,100,[100  46  35   8   3  67  21   6],286,-2,1
810,g0810,100,[100  25  75],300,-2,3
811,g0811,100,[100  71  50  12   9  87  28   5],362,-2,2
812,g0812,100,[ 65   3 100  13],281,-1,1
813,g0813,100,[ 28  19   5 100  73  27  23],298,0,1
814,g0814,100,[ 59   7   4 100  23  14],266,-1,1
815,g0815,100,[ 47   8   2 100  72  30  24  18],301,0,1
816,g0816,100,[100  53  41  28],322,-1,4
817,g0817,100,[100  47  35   6  55   4],253,-3,2
818,g0818,100,[100  33  49   8   2],341,-3,2
819,g0819,100,[100  65  47  12   6  59  27   7],382,-2,2
820,g0820,61,[61  6 59 50 18 17 15],226,-1,1
821,g0821,22,[20  2 22  6],70,-3,1
822,g0822,41,[38  9 41 19  8  2],117,-2,2
823,g0823,41,[10  3  2 41 26 11  9  6],108,-1,1
824,g0824,100,[ 11   2 100  57  33  26  24  17],381,0,1
825,g0825,59,[29 21  7  5 59 12  2],135,-2,2
826,g0826,59,[55 29  2 59 49 21 16 12],243,-1,1
827,g0827,60,[60 29 25 21  3 26  2],166,-3,1
828,g0828,53,[53  8  4 41 28 12  1],147,-2,2
829,g0829,100,[100  47  41  25  15   6   4],238,-1,1
830,g0830,100,[100  56  42   9   5  55  33  26  22  19],567,0,1
831,g0831,100,[100  25  59  35  20  10   5],354,-1,1
832,g0832,100,[100  59  36  13  10  41  11],270,-2,2
833,g0833,63,[63 11 41 35 19 14  2],185,-1,1
834,g0834,100,[ 16  11   8   1 100  46  30  29  25],382,0,1
835,g0835,100,[ 43 100  74  33  26  15],291,0,1
836,g0836,49,[14  8  2 49 34 18 11  5],141,-9,1
837,g0837,49,[15  8  1 49 33 13 10],154,-8,1
838,g0838,49,[28 20  8  2 49 39 14 13 12],185,-7,1
839,g0839,54,[54 27  4 49 35 13 12 10],204,-6,1
840,g0840,60,[60 27 20 19  2 49 38 14 10],253,-5,1
841,g0841,61,[61 16  2 49 36 13 12 11],200,-4,1
842,g0842,100,[100  38  49  36  13  12  11],259,-3,2
843,g0843,100,[100  68  43  14  11  34  12],316,-2,1
844,g0844,100,[100  19  12],255,-3,1
845,g0845,100,[100  61  32  18  11  59  17  10],308,-2,1
846,g0846,65,[65  6 18 10  2],101,-9,1
847,g0847,51,[16  9  4  2 51 33],115,-8,1
848,g0848,51,[43 51  7],101,-9,1
849,g0849,20,[16  7  2 20  9  3],77,-11,1
850,g0850,51,[20  7 51 31],129,-10,1
851,g0851,51,[34 20 10  6 51 14],135,-10,1
852,g0852,51,[49 26  3 51 36 27  7  2],201,-9,1
853,g0853,60,[60 26 20  3 51 12 10  4],232,-8,1
854,g0854,57,[57 12  4 51 41 24 11  6],206,-7,1
855,g0855,100,[100  43  51  35  15  14   6],264,-6,1
856,g0856,100,[100  58  36  14   8  51  41  20  11  10],349,-5,1
857,g0857,100,[100  18  51  42  19  12  11],353,-4,1
858,g0858,100,[100  64  44  12   8  51  37  17  13   7],353,-3,1
859,g0859,68,[68  8 51 42 15 14 13],211,-2,1
860,g0860,100,[ 20   7   5   3 100  28  23  12],198,-1,1
861,g0861,61,[42 61 52 46  4  2],207,-8,1
862,g0862,61,[13  7  2 61 16 10  4],115,-7,1
863,g0863,61,[21  7 61 60 27 22 11],230,-6,1
864,g0864,61,[37 20  9  2  1 61 50 22 15 13],230,-5,1
865,g0865,61,[43 23  3 61 37 13 11],204,-4,1
866,g0866,61,[57 23 20 13  6 61 44 19 18  7],268,-3,2
867,g0867,65,[53 10  8 65  5  4],145,-2,1
868,g0868,100,[100  46  64  36],246,-2,1
869,g0869,100,[100  58  36  12  10  13],229,-3,1
870,g0870,100,[100  31  39  35  28   6   1],340,-8,1
871,g0871,100,[100  64  42  12  10  39  35  26   6   3],337,-7,1
872,g0872,71,[71  9 39 37 21  7],193,-6,1
873,g0873,39,[16  7  5  1 39 29 18  6],126,-5,1
874,g0874,43,[43 39 30 15 11  4],142,-4,1
875,g0875,39,[16  8  1 39 30 17  7  6],124,-3,1
876,g0876,75,[20  8  1 75 51 24 12],211,-2,1
877,g0877,100,[ 27  18   7   2 100  25  13],194,-1,1
878,g0878,100,[ 42  22   8 100  77  30  25],326,0,1
879,g0879,60,[51 22 18 14  5 60],170,-2,4
880,g0880,50,[50 13  3 43 34 30  1],177,-9,1
881,g0881,100,[100  50  43  14   6   4],221,-8,1
882,g0882,100,[100  60  39  12   9  43  27   6],341,-7,1
883,g0883,100,[100  23  43  28  18   7   3],322,-6,1
884,g0884,100,[100  62  39  13  10  43  30  12   8],327,-5,1
885,g0885,61,[61  2 43 33 12 11 10],172,-4,1
886,g0886,43,[19  5  3  2 43 28 13  8  7],128,-3,2
887,g0887,38,[38 28  6],100,-2,1
888,g0888,56,[17  5  2 56 13 10],103,-2,1
889,g0889,18,[18  5 13  8  6  1],69,-9,1
890,g0890,57,[34 13  7  3 57 44],165,-8,1
891,g0891,57,[36 21  3 57 10],127,-9,1
892,g0892,47,[47 21 13 11  3 19  8  5],146,-11,1
893,g0893,63,[63 12 11 57 32 29  7],211,-10,1
894,g0894,100,[100  37  57   3],197,-10,1
895,g0895,100,[100  60  36  12  57  49  43   4   2],375,-9,1
896,g0896,100,[100  17  57  15   8   5   2],304,-8,1
897,g0897,100,[100  61  39  13   9  57  53  43   7   3],385,-7,1
898,g0898,63,[63 11 57 30 19  6  5],191,-6,1
899,g0899,57,[ 9  4  3 57 48 21 16 11],172,-5,1
900,g0900,57,[33 57 48 18 16 14],186,-4,1
901,g0901,57,[16  7  2 57 35 14 12  9],152,-3,1
902,g0902,57,[20  7  1 57 45 18  9],195,-2,1
903,g0903,100,[ 24  10   6   2 100  30  27   9],208,-1,1
904,g0904,76,[43 30 11 76  9  6],175,-2,1
905,g0905,78,[55 30 15 10  3 78 46  5],242,-2,1
906,g0906,61,[61 13  5 47 24  4],201,-4,1
907,g0907,100,[100  38  47  23  17   4   2],231,-3,1
908,g0908,100,[100  63  38  14  11  92  73  24   6],421,-2,1
909,g0909,100,[100  20   8   3],331,-1,1
910,g0910,100,[100  63  38  13  12  87  37  36  14],500,0,1
911,g0911,68,[68  5 52 39 25  9],203,-9,1
912,g0912,52,[ 9  2 52 26 11  8  7],117,-8,1
913,g0913,52,[29 52 48 11  8],177,-7,1
914,g0914,52,[14  8 52 29 17  6],132,-6,1
915,g0915,52,[13  8  1 52 46 18 17 11],179,-5,1
916,g0916,52,[23 10  8  5  2 52 31 14 12],162,-4,1
917,g0917,52,[34 23  3 52 42 19 14  9],196,-3,2
918,g0918,42,[42 23 12 10  2 39 15],182,-2,1
919,g0919,54,[54 10  6  5  3],81,-3,2
920,g0920,100,[100  46  68  25  19],258,-2,5
921,g0921,100,[100  60  38  12  10  64  17  16],317,-2,1
922,g0922,100,[100  23  27  11   5   4],270,-9,1
923,g0923,100,[100  61  39  13   9  48  21],291,-8,1
924,g0924,60,[60  4 48 24 11],151,-9,1
925,g0925,29,[ 8  2  1 29 11],82,-11,1
926,g0926,48,[30 48 19],97,-10,1
927,g0927,48,[11  3  2 48],75,-10,1
928,g0928,48,[13  3  1 48 43 22 12  9],164,-9,1
929,g0929,48,[17  4  3 48 38 20 11  7],152,-8,1
930,g0930,48,[36 21  5 48 42 18 12],194,-7,1
931,g0931,48,[42 21 13  4 48 32 14  9],192,-6,1
932,g0932,58,[58  6 48 35 16 10  9],188,-5,1
933,g0933,100,[100  42  48  36  20   9   7],262,-4,1
934,g0934,100,[100  60  42  10   8  48  31  12   9],330,-3,1
935,g0935,100,[100  27  48  37  19  10   8],349,-2,1
936,g0936,100,[100  61  39  11  27  21   8],378,-1,1
937,g0937,64,[64  6 41 36 28  5  3],183,-8,1
938,g0938,41,[ 6  1 41 17  9  2],82,-7,1
939,g0939,41,[25 41 38 23  8  7],142,-6,1
940,g0940,41,[16  9  1 41 26  6  4],119,-5,1
941,g0941,41,[16  9  1 41 33 14 12  7],149,-4,1
942,g0942,41,[17  3 41 26 11  9  6],116,-3,2
943,g0943,30,[30 24  4 25 16],99,-3,1
944,g0944,60,[41 24 13 60 14],152,-2,1
945,g0945,66,[66 12  6 28 10  1],123,-3,1
946,g0946,100,[100  34  63  10],207,-2,1
947,g0947,100,[100  68  38  18  12  59  50  35  13   2],395,-8,1
948,g0948,100,[100  28  59  34  23   9   2],355,-7,1
949,g0949,100,[100  62  31  18  13  59  49  23  15  11],381,-6,1
950,g0950,69,[69  8 59 36 15 11 10],208,-5,1
951,g0951,100,[100  44   3  59  47  21  14  12],300,-4,1
952,g0952,100,[100  84  40  35   9  59  47  17  16  14],421,-3,1
953,g0953,100,[100  28  83  53  12  11],387,-2,1
954,g0954,100,[100  17   7],224,-1,1
955,g0955,100,[100  85  41  34  10  77  29  24],524,0,1
956,g0956,100,[100  51  20   6  49  22  15   5   2],370,-9,1
957,g0957,91,[91 25 15 49  9  8],245,-8,1
958,g0958,100,[100   9  49  42  20  13],242,-7,1
959,g0959,100,[100  39  32   4   3  49  26  14   6],279,-6,1
960,g0960,100,[100  24  49  40  15  14  11],353,-5,1
961,g0961,100,[100  74  52  12  10  49  35  15   8],367,-4,1
962,g0962,71,[71  1 49 37 17 11  9],195,-3,2
963,g0963,39,[35 25  3 39 12],153,-2,1
964,g0964,63,[63  9  7 61 18 13],234,-2,1
965,g0965,46,[46  9  2 29 11  1],100,-9,1
966,g0966,100,[100  54  51  22],227,-8,1
967,g0967,100,[100  46  29   9   8  35   2],229,-10,1
968,g0968,100,[100  28  51  15],294,-9,1
969,g0969,100,[100  72  49  14   9  31  11   1],318,-11,1
970,g0970,65,[65  5 51 20],141,-10,1
971,g0971,51,[18  1 51 21 10],119,-10,1
972,g0972,51,[44  8 51 29 24  3  2],161,-9,1
973,g0973,51,[12  3  1 51 30 14 10  6],127,-8,1
974,g0974,51,[21  3 51 45 20 15 10],186,-7,1
975,g0975,51,[35 25 12  4  1 51 29 17  8],186,-6,1
976,g0976,53,[53 24  2 51 41 16 15 10],212,-5,1
977,g0977,61,[61 25 24 18  3 51 41 15 14 12],264,-4,1
978,g0978,51,[47  6  5 51 36 14 12 10],181,-3,1
979,g0979,100,[100  53  51  38  13  12],280,-2,1
980,g0980,100,[100  51  39   9   3  26  25],362,-1,1
981,g0981,100,[100  26  56  49  34  10   5],380,-8,1
982,g0982,100,[100  63  41  11  56  33  18   8   7],348,-7,1
983,g0983,59,[59  5 56 46 16 15],212,-6,1
984,g0984,56,[13  6  4  1 56 40 15 14 11],160,-5,1
985,g0985,56,[44 56 41 18 12 11],182,-4,1
986,g0986,56,[ 8  4 56 41 17 14 10],150,-3,2
987,g0987,67,[25  4  1 67 15],137,-2,1
988,g0988,53,[31 20 13  1 53],119,-3,2
989,g0989,59,[59 31  4 27 11  1],133,-3,1
990,g0990,67,[65 31 20  1 67 16],220,-2,1
991,g0991,56,[56 10  4 44 36 24  8],186,-8,1
992,g0992,100,[100  44  26  14   7   5],240,-7,1
993,g0993,100,[100  55  40   8   7  44  36  13  12  11],326,-6,1
994,g0994,100,[100  25  44  32  14  11   7],333,-5,1
995,g0995,100,[100  63  40  13  10  44  33  16   7],336,-4,1
996,g0996,61,[61  8 44 34 13],181,-3,1
997,g0997,76,[14  4  3 76 52 19],171,-2,1
998,g0998,100,[ 38 100  24  12],174,-1,1
999,g0999,100,[ 13   4   2 100  77  32  23  22],273,0,1
1000,g1000,100,[ 23   4 100],250,0,1
