,logic_gate,max,unique,sum,Deep,Fanouts
383,g383,100,[ 46  23  21 100  86  41  27  18],362,-3,4
384,g384,100,[ 57  13  12   6 100  42  33  25  21],430,-4,1
385,g385,100,[ 54 100  78  30  24],310,-3,3
386,g386,64,[59  9  7 64 18],166,-2,1
387,g387,60,[60 11 10  4 51 25],223,-2,1
388,g388,59,[59 48],107,-3,2
389,g389,65,[65 21 16  2  1 56 18  9],244,-2,1
390,g390,63,[63  2 58 25 14],162,-2,1
391,g391,100,[ 63  62  40  22 100  44  36  15],482,-1,1
392,g392,100,[ 63  61   1 100  72  29  24  19],433,0,2
393,g393,100,[  8   2 100  77  30  27  20],264,-2,1
394,g394,100,[  6   1 100  76  27  26  23],265,-2,1
395,g395,100,[ 24   6   5 100  72  32  25  15],284,-1,1
396,g396,100,[ 91  40   3 100  71  27  22],376,-3,3
397,g397,100,[100  61  17   5   2  42  31  27  23  19],527,-4,1
398,g398,100,[ 51 100  69  26  23  20],289,-3,3
399,g399,68,[68  2 44],114,-3,2
400,g400,100,[ 68  37  30   1 100  76  31  26  19],456,-3,3
401,g401,60,[60 18 12  1 42],193,-3,2
402,g402,66,[66  2 58 27 14],167,-2,1
403,g403,68,[66 39 26  1 68 10],302,-2,1
404,g404,56,[50 32 31  1 56],170,-3,2
405,g405,64,[31 27 64 13],162,-2,1
406,g406,69,[58 45  7  4 69 26 16],225,-2,1
407,g407,100,[ 60   2 100  36  21  16],235,-1,1
408,g408,100,[ 60  56  30  18   8 100  80  33  27  20],432,0,2
409,g409,60,[60 50 28 22  8],168,-4,2
410,g410,62,[62 57 28 23  6 33 20],229,-3,4
411,g411,62,[62 36 24 10  2 21  3  1],159,-6,1
412,g412,62,[62 14 31  7  6  3],185,-5,3
413,g413,62,[62 56 35 18  3 13 11  6  2],209,-4,1
414,g414,62,[62 50 29 18  3 13],175,-3,1
415,g415,20,[ 5 20  8],33,-4,2
416,g416,20,[ 3  1 20 18  8  2],60,-3,1
417,g417,59,[59 37  1 33 24 16  8  5  4],221,-2,1
418,g418,33,[16  5 33],54,-1,2
419,g419,4,[4 2 3],11,-1,1
420,g420,13,[ 4 13  2],23,-5,2
421,g421,13,[13 11  4  3],35,-4,1
422,g422,13,[ 4 13],17,-3,1
423,g423,20,[ 5  1 20 13 10  2],51,-4,2
424,g424,20,[ 4  1 20 12  8  3],49,-3,1
425,g425,33,[ 8 33 18 11  9  7  6],133,-2,2
426,g426,13,[ 2  1 13  8  4  3],33,-3,1
427,g427,20,[ 2 20  3],25,-5,2
428,g428,20,[ 3  1 20 15  7  6  2],54,-4,1
429,g429,20,[ 5  3 20],28,-3,1
430,g430,33,[ 2  1 33 13  7  6],115,-2,2
431,g431,33,[ 6  1 33],46,-3,2
432,g432,33,[21  7  4 33 27 13],119,-2,2
433,g433,13,[13],13,-1,1
434,g434,100,[ 19   6 100   3],137,0,1
435,g435,33,[22 13 33],68,-1,2
436,g436,70,[70 27  6  3  1],113,-1,1
437,g437,72,[72  1 29 12],115,-5,3
438,g438,98,[98 15 12 16  7  4],171,-4,1
439,g439,100,[100   2  16],118,-3,1
440,g440,100,[100  18   4],140,-4,2
441,g441,17,[ 5 17  9  6  2  1],45,-3,1
442,g442,46,[46 25  1 33 18 11 10  7  5],189,-2,2
443,g443,17,[17  3 16 11  6  2],75,-3,1
444,g444,18,[ 3 18  2],26,-5,2
445,g445,17,[ 3  1 17  9  4],39,-4,1
446,g446,17,[ 4  1 17],23,-3,1
447,g447,33,[ 5  2 33 17  9  8],123,-2,2
448,g448,33,[ 3  2 33 26  9  8],90,-2,2
449,g449,6,[6 3 1],10,-1,1
450,g450,100,[  4   2   1 100   7],116,0,1
451,g451,48,[ 4 48],52,-4,2
452,g452,46,[ 4  1 46 14],69,-3,1
453,g453,46,[ 5  1 46],52,-2,10
454,g454,43,[ 5  1 43],55,-3,1
455,g455,43,[ 4  1 43],48,-2,10
456,g456,52,[ 7  1 52 13],125,-3,10
457,g457,52,[10  4 52 14],132,-3,10
458,g458,45,[45 14  7],73,-2,1
459,g459,53,[53 18  8  6  3],88,-1,1
460,g460,100,[ 11   7 100  21],239,0,1
461,g461,49,[22  9  6 49],86,-4,11
462,g462,66,[66 42 14  8  3 46 10],189,-3,1
463,g463,69,[69  3 46],187,-2,10
464,g464,100,[100  45  17  15   1  44  12],234,-3,1
465,g465,44,[ 5  3  1 44],55,-2,10
466,g466,34,[18  8 34 10  3],73,-3,1
467,g467,35,[ 4  2 35 10  7],58,-3,1
468,g468,41,[ 4 41  6],92,-2,1
469,g469,53,[ 4  1 53 19 11  7  6],101,-1,1
470,g470,100,[  5   1 100  25],231,0,1
471,g471,83,[83 29 18  8],138,-1,1
472,g472,100,[  4   1 100  27  20  12   7],171,0,1
473,g473,85,[ 6 85 27 18  7],149,-1,1
474,g474,100,[  4   1 100  27  16  15   8],172,0,1
475,g475,80,[ 4 80 19 12 11],126,-1,1
476,g476,100,[  5   1 100  42  13  11],184,0,1
477,g477,77,[ 4  2 77 15 14  9],121,-1,1
478,g478,100,[  4 100  39  14  13],183,0,1
479,g479,83,[ 6  1 83 25 17 15],154,-1,1
480,g480,100,[ 10   4 100  32  20   9   6],181,0,1
481,g481,85,[21  8  6 85 23 18 10],171,-1,1
482,g482,100,[ 22  11   2 100  27  23   8   7],200,0,1
483,g483,83,[71 43 12 10  2 83 17 13  9],260,-1,1
484,g484,100,[ 98  55  24  13 100  28  18  11   4],351,0,1
485,g485,100,[100  40  13  79  12  11],268,-1,1
486,g486,100,[ 62  24   6   2 100  34  17   8   7],260,0,1
487,g487,44,[44 43  9  6  5],107,-2,1
488,g488,53,[22 18 16 53 19  9  6  3],168,-1,1
489,g489,100,[ 20  15   5 100],280,0,1
490,g490,41,[25  4 41 13  8],99,-2,1
491,g491,53,[51 26 24 53 19  8  5  4],190,-1,1
492,g492,100,[ 26   3 100  21],253,0,1
493,g493,43,[33  9  4 43 11  6],112,-2,1
494,g494,53,[42  7  2 53 20  5  4],137,-1,1
495,g495,100,[ 62  20 100  17],361,0,1
496,g496,62,[62 38 30  7  1 42 10  5],200,-2,1
497,g497,53,[ 4  2 53 19  6  5],97,-1,1
498,g498,100,[ 29  19  18 100  21],287,0,1
499,g499,48,[48 22 21 35 12  5],143,-3,1
500,g500,38,[23  7  6 38 12],116,-3,1
501,g501,42,[38 10  5 42  4],141,-2,1
502,g502,53,[ 1 53 14 12  3],100,-1,1
503,g503,100,[  2   1 100  21],224,0,1
504,g504,37,[ 2 37 10],53,-3,1
505,g505,36,[ 3  1 36 10  8],58,-3,1
506,g506,43,[ 5 43  7],98,-2,1
507,g507,53,[ 5  2  1 53 19 11  9  6],107,-1,1
508,g508,100,[ 20 100  23],243,0,1
509,g509,36,[ 3 36 12  5],56,-3,1
510,g510,39,[ 3 39 12  7],61,-3,1
511,g511,43,[ 3  2 43  4],97,-2,1
512,g512,53,[ 5  2 53 17 11  7  6],101,-1,1
513,g513,100,[  4   1 100  22],227,0,1
514,g514,35,[ 4  1 35 12  3],56,-3,1
515,g515,34,[ 8  3  1 34 12  9],68,-3,1
516,g516,40,[ 3 40  6],92,-2,1
517,g517,53,[ 3  1 53 17 11  7  6],98,-1,1
518,g518,100,[  4   2 100  18],224,0,1
519,g519,29,[ 4  2 29],35,-2,2
520,g520,23,[ 2  1 23],26,-2,2
521,g521,42,[ 6  4  2 42 13  5],114,-1,1
522,g522,100,[ 10   3   1 100  70  26  25  19],254,-1,2
523,g523,64,[64 26  6  5 43 11  4],164,-2,1
524,g524,76,[76 44  6 41],167,-2,2
525,g525,99,[99 20 10 47 16  8],200,-2,1
526,g526,100,[100  43  18  42  14   4],221,-2,1
527,g527,73,[73  3 64 22  9],171,-1,1
528,g528,100,[ 39  38  19 100  30  15  11],271,0,1
529,g529,100,[  7 100  74  29  27  18],255,0,1
530,g530,58,[12 10  9 58],101,-2,3
531,g531,79,[11 79 34],135,-1,1
532,g532,100,[ 17   5 100  20  19  14   8],183,0,5
533,g533,76,[18  1 76 19],114,-1,1
534,g534,74,[34 25 22  2  1 74 35 12],279,-1,1
535,g535,100,[100  22  12   8],142,0,5
536,g536,80,[41 34 80 21],176,-1,1
537,g537,71,[17  2  1 71 37 14],215,-1,1
538,g538,100,[ 44  10   2 100  25  17],208,0,5
539,g539,82,[44 10 82 27],163,-1,1
540,g540,74,[61 10  7  3 74 36 13],278,-1,1
541,g541,100,[ 57 100  26  17  13],270,0,5
542,g542,4,[4 3 1],21,-2,1
543,g543,58,[58 20  4 17 16  9],128,-1,1
544,g544,100,[  3 100  47  20  17],193,0,1
545,g545,68,[ 3 68 41 18],198,-1,1
546,g546,100,[  4   1 100  15  12  11],154,0,5
547,g547,81,[ 4  2 81 19],106,-1,1
548,g548,72,[ 1 72 37 14],196,-1,1
549,g549,100,[  5   1 100  25  17  11],159,0,5
550,g550,79,[79 21],100,-1,1
551,g551,72,[72 38 15],197,-1,1
552,g552,100,[  1 100  21  14   8],144,0,5
553,g553,72,[ 5  1 72 21],100,-1,1
554,g554,67,[ 2  1 67 30  7],174,-1,1
555,g555,100,[  3 100  35  20   9],167,0,5
556,g556,82,[ 1 82 21 15 13],132,-1,1
557,g557,100,[  1 100  32  19  13   6],172,0,1
558,g558,87,[ 1 87 28 14  6],136,-1,1
559,g559,100,[  4   2 100  28  18  15   6],173,0,1
560,g560,78,[ 1 78 21 16  7],123,-1,1
561,g561,100,[  2   1 100  33  13  12],173,0,1
562,g562,81,[ 1 81 18 13 10],123,-1,1
563,g563,100,[  7   3 100  38  15  14  11],188,0,1
564,g564,75,[ 8  3 75 21 13 11],131,-1,1
565,g565,100,[100  45  13  10],178,0,1
566,g566,88,[88 23 15 11],137,-1,1
567,g567,100,[  2   1 100  26  21  18],172,0,1
568,g568,88,[ 2 88 23 16 12],143,-1,1
569,g569,100,[100  27  22  21   3],173,0,1
570,g570,84,[ 5  2 84 30 13 10],149,-1,1
571,g571,100,[ 10   4   3 100  28  18],184,0,1
572,g572,65,[65 30  6  4  1 46 12  8  5],177,-2,1
573,g573,80,[80 45  8 53 21  5  4  3],219,-1,1
574,g574,100,[100  39  19   7   4  25],394,0,1
575,g575,100,[100  46  13   9   4],172,-2,1
576,g576,53,[ 4 53 16  9  8  6],96,-1,1
577,g577,100,[ 55  29  22 100  24],385,0,1
578,g578,57,[57 20 42 12  9  4],144,-2,1
579,g579,57,[57 32 23  7  2 53 19  9  6],215,-1,1
580,g580,100,[  4 100  23],231,0,1
581,g581,47,[ 4  2 47 17 10  7],87,-2,1
582,g582,53,[ 5  1 53 15  6  4  3],88,-1,1
583,g583,100,[  5   1 100  20],227,0,1
584,g584,41,[ 4 41 11  3],63,-3,1
585,g585,41,[ 4  3  1 41 11  8],75,-3,1
586,g586,47,[ 6  2  1 47],109,-2,1
587,g587,53,[ 4 53 13 12  6  1],93,-1,1
588,g588,100,[  4   1 100  26],232,0,1
589,g589,39,[ 3 39 14  4],60,-3,1
590,g590,38,[ 4  1 38 14 10],67,-3,1
591,g591,43,[ 3  1 43  5],95,-2,1
592,g592,53,[ 5  2 53 13 11  8  4],96,-1,1
593,g593,100,[ 10   4   2 100  23],239,0,1
594,g594,59,[59 27  7  3 36 12  4],151,-3,1
595,g595,72,[72 41  5 37 12  8],175,-3,1
596,g596,99,[99 18 11 42  5],217,-2,1
597,g597,100,[100   1  53  16  11   9   5],295,-1,1
598,g598,100,[100  20],320,0,1
599,g599,31,[24  7  4  1 31 10  6],83,-3,1
600,g600,56,[56 25 19 11 38 10  4],163,-3,1
601,g601,100,[100   1  41   3],286,-2,1
602,g602,53,[21  1 53 18 10  5],113,-1,1
603,g603,100,[ 17   4 100  18],239,0,1
604,g604,100,[100  58  50  11  26],245,-4,4
605,g605,100,[100  81  38  23  20  31  12   6],342,-12,2
606,g606,100,[100  65  25  20  16  14   6   2],274,-11,1
607,g607,100,[100  73  48  13  12  16   7   5   1],288,-10,1
608,g608,93,[93 56 22  4 16  6],223,-9,1
609,g609,86,[86 56 22 16 12  6  4  2],290,-8,1
610,g610,23,[23 16 11  5  3],61,-7,1
611,g611,100,[100  41  12  16   4],193,-6,1
612,g612,100,[100  81  35  25  21  16   9   5   3   1],296,-5,2
613,g613,65,[65  6 13],180,-4,1
614,g614,44,[44 22 10  3],79,-4,1
615,g615,87,[87 65 31 18 16],217,-12,2
616,g616,84,[84 52 48 40],308,-12,2
617,g617,67,[67 12  6  9],103,-11,1
618,g618,58,[58 12 17  8],107,-10,1
619,g619,100,[100  33   7  17   4],161,-11,1
620,g620,100,[100  90  43  32  15  17   9],306,-11,1
621,g621,100,[100  85  45  29  11  17   7   4   2   1],301,-10,1
622,g622,100,[100  85  45  29  11  17  16   9   4   3],319,-9,1
623,g623,100,[100  89  46  29  14  17   9   5   4],313,-8,1
624,g624,17,[17 14  8  4  2],45,-7,1
625,g625,17,[17  9  5  2],35,-6,1
626,g626,17,[17 14  6  4],45,-5,1
627,g627,17,[17 11  5  4  2],39,-4,1
628,g628,33,[33 10  7  4],54,-3,1
629,g629,33,[33],33,-7,2
630,g630,18,[18 14 12  2],46,-9,1
631,g631,18,[18  3  2  1],24,-8,1
632,g632,18,[18  9  6  3],36,-7,1
633,g633,18,[18 14  8  4  2],46,-6,1
634,g634,18,[18 10  5  3  2],38,-5,1
635,g635,18,[18 15  7  6  2],48,-4,2
636,g636,10,[10],10,-5,2
637,g637,21,[21  5],47,-4,1
638,g638,11,[11],11,-4,1
639,g639,15,[15 14  9  4  1],43,-10,1
640,g640,15,[15 13  9  4],41,-9,1
641,g641,15,[15 13  5  4],41,-8,1
642,g642,15,[15  9  5  2],33,-7,1
643,g643,15,[15 12  7  4  1],39,-6,1
644,g644,15,[15 10  4  3],35,-5,1
645,g645,23,[23 15  3],41,-4,1
646,g646,33,[33 10  4  2],49,-3,1
647,g647,33,[33 23 10  7  6],79,-2,2
648,g648,56,[56  9],65,-1,1
649,g649,22,[22 14  7  5  2],50,-4,1
650,g650,22,[22 13  5  3],48,-4,1
651,g651,22,[22 18  8  7  3],58,-3,1
652,g652,15,[15],15,-5,2
653,g653,7,[7 5],19,-8,1
654,g654,17,[17  7  4  1],29,-7,1
655,g655,14,[14  7  5],40,-7,1
656,g656,13,[13  7  2],22,-7,1
657,g657,22,[22  9  6],37,-6,1
658,g658,7,[7 3],17,-8,1
659,g659,18,[18  8  4  3],33,-7,1
660,g660,15,[15  7  5],42,-7,1
661,g661,13,[13  7  2],22,-7,1
662,g662,22,[22  9  6],37,-6,1
663,g663,22,[22 15  8  4  3],52,-5,4
664,g664,22,[22  9  7  6  3],72,-6,1
665,g665,3,[3 2],8,-8,1
666,g666,12,[12  7  3  1],23,-7,1
667,g667,15,[15  9  6],45,-7,1
668,g668,13,[13  9  3],25,-7,1
669,g669,22,[22  9  3],34,-6,1
670,g670,22,[22 13  6  4  3],48,-5,3
671,g671,16,[16 10  7],49,-4,1
672,g672,13,[13  3  2],18,-4,1
673,g673,15,[15],15,-5,2
674,g674,17,[17  3  1],38,-4,1
675,g675,15,[15 10  3],28,-4,1
676,g676,22,[22  5  2],34,-3,1
677,g677,22,[22 18  7  6  5],58,-2,2
678,g678,46,[46  7],53,-1,1
679,g679,70,[70 20 11],101,-1,1
680,g680,100,[100  30  20],150,0,1
681,g681,19,[19],19,-4,3
682,g682,23,[23  1],47,-13,2
683,g683,9,[9 2],22,-12,1
684,g684,9,[9 8 6 1],25,-11,1
685,g685,9,[9 3 1],15,-10,1
686,g686,9,[9 8 5 2 1],25,-9,1
687,g687,9,[9 5 2 1],19,-8,1
688,g688,9,[9 7 5 1],23,-7,1
689,g689,9,[9 8 6 1],25,-6,1
690,g690,9,[9 8 6 1],25,-5,2
691,g691,9,[9 5],23,-4,1
692,g692,18,[18  9  2],29,-4,1
693,g693,11,[11  9  3],23,-11,1
694,g694,24,[24 13],37,-10,1
695,g695,24,[24  1],25,-11,1
696,g696,11,[11  9  4],35,-13,1
697,g697,24,[24  8  7  1],40,-12,1
698,g698,24,[24  5],29,-12,1
699,g699,24,[24 20 12  6  2],64,-11,1
700,g700,24,[24 15  9  4  2],54,-10,1
701,g701,24,[24 18  7  6  5],60,-9,1
702,g702,24,[24 21  9  7  5],66,-8,1
703,g703,24,[24 20 10  6  4],64,-7,1
704,g704,24,[24 20 10  7  3],64,-6,1
705,g705,24,[24 16  9  5  2],56,-5,1
706,g706,24,[24 17  7  6  4],58,-4,1
707,g707,33,[33 13 11  2],59,-3,1
708,g708,20,[20 17 10  6  1],54,-10,1
709,g709,20,[20 12  5  2],44,-9,1
710,g710,20,[20 14  7  6  1],48,-8,1
711,g711,20,[20 14  6  2],48,-7,1
712,g712,20,[20 17  7  5],54,-6,1
713,g713,20,[20 14  6  5  3],48,-5,2
714,g714,17,[17  7],24,-4,1
715,g715,28,[28  9],37,-4,1
716,g716,11,[11],11,-5,1
717,g717,13,[13 10  6  2],33,-10,1
718,g718,13,[13  8  3  2],29,-9,1
719,g719,13,[13 11  5  4  2],35,-8,1
720,g720,13,[13 10  6  2],33,-7,1
721,g721,13,[13 12  7  3  2],37,-6,1
722,g722,13,[13  7  4  2  1],27,-5,1
723,g723,22,[22 17  6],45,-4,1
724,g724,33,[33 11],44,-3,1
725,g725,33,[33 23 12  6  5],79,-2,2
726,g726,54,[54 11],65,-1,1
727,g727,5,[5],10,-7,1
728,g728,15,[15 10  4],29,-6,1
729,g729,16,[16  8  2],42,-6,1
730,g730,17,[17  8  2],27,-6,1
731,g731,22,[22  5  2],29,-5,1
732,g732,7,[7],14,-7,1
733,g733,15,[15  8  3  2],28,-6,1
734,g734,15,[15  5],35,-6,1
735,g735,16,[16  5  1],22,-6,1
736,g736,22,[22  6  3],31,-5,1
737,g737,22,[22 17  8  5  4],56,-4,1
738,g738,7,[7 1],15,-7,1
739,g739,16,[16  6  3  1],26,-6,1
740,g740,14,[14  6  3],37,-6,1
741,g741,16,[16  6],22,-6,1
742,g742,22,[22  6  4],32,-5,1
743,g743,22,[22 16  7  5  4],54,-4,1
744,g744,22,[22 17  9  4],56,-3,1
745,g745,7,[7 5],19,-8,1
746,g746,17,[17  8  5],30,-7,1
747,g747,13,[13  7  3],36,-7,1
748,g748,16,[16  7  4],27,-7,1
749,g749,22,[22  6  5],33,-6,1
750,g750,9,[9 4],22,-8,1
751,g751,21,[21  6  4  3],34,-7,1
752,g752,14,[14  9  1],38,-7,1
753,g753,15,[15  9  8],32,-7,1
754,g754,22,[22  7],36,-6,1
755,g755,22,[22 18  8  6  4],58,-5,4
756,g756,11,[11  4],26,-8,1
757,g757,19,[19  5  2],31,-7,1
758,g758,10,[10  7  2],29,-7,1
759,g759,13,[13  7  5],25,-7,1
760,g760,22,[22  9],40,-6,1
761,g761,9,[9],18,-8,1
762,g762,19,[19  6  3  2],30,-7,1
763,g763,14,[14  8],36,-7,1
764,g764,13,[13  8  2],23,-7,1
765,g765,22,[22  9  7],38,-6,1
766,g766,22,[22 14  8  4  2],50,-5,3
767,g767,6,[6 4],16,-7,1
768,g768,16,[16  5  2  1],24,-6,1
769,g769,14,[14  5  3],36,-6,1
770,g770,14,[14  5  2],21,-6,1
771,g771,22,[22  8  5],35,-5,3
772,g772,16,[16],16,-5,2
773,g773,16,[16  6  4],42,-4,1
774,g774,15,[15  6  2],23,-4,1
775,g775,11,[11],11,-5,2
776,g776,14,[14  7  1],36,-4,1
777,g777,16,[16  7  6],29,-4,1
778,g778,22,[22  8  6  3],39,-3,1
779,g779,22,[22 18  9  5  4],58,-2,2
780,g780,45,[45 10],55,-1,1
781,g781,65,[65 17 10],92,-1,1
782,g782,100,[100  35  22],157,0,1
783,g783,28,[28],28,-2,1
784,g784,33,[33 22 15  7  6  5],121,-2,1
785,g785,61,[61 26 20 15 13],209,-1,4
786,g786,23,[23],23,-2,1
787,g787,35,[35 18 12 11  7  5],123,-2,1
788,g788,58,[58 28 19 16 14  9],202,-1,4
789,g789,75,[75 25 14 11],125,-1,1
790,g790,100,[100  43  12  11  10],176,0,1
791,g791,76,[76 27 13 12],128,-1,1
792,g792,100,[100  42  13   4],172,0,1
793,g793,41,[41 11  9  5],66,-2,1
794,g794,53,[53 14 13  9  5],94,-1,1
795,g795,100,[100  24],124,0,1
796,g796,30,[30 15  7],82,-3,1
797,g797,34,[34 15  8],91,-3,1
798,g798,36,[36  2],38,-2,1
799,g799,53,[53 18 10  9  6],96,-1,1
800,g800,100,[100  19],119,0,1
801,g801,100,[100],200,0,1
802,g802,100,[100],200,0,1
803,g803,100,[100],200,0,1
804,g804,100,[100],100,0,1
805,g805,100,[100],100,0,1
806,g806,100,[100],200,0,1
807,g807,100,[100],200,0,1
808,g808,100,[100],200,0,1
809,g809,100,[100],200,0,1
810,g810,100,[100],200,0,1
811,g811,100,[100],100,0,1
812,g812,100,[100],200,0,1
813,g813,100,[100],200,0,1
814,g814,100,[100],200,0,1
815,g815,100,[100],200,0,1
816,g816,100,[100],200,0,1
817,g817,100,[100  31  11],142,0,1
