,logic_gate,max,unique,sum,Deep,Fanouts
472,g481,21,[21  8  6],35,-4,1
473,g482,22,[22 11  2],35,-3,1
474,g483,71,[71 43 12 10  2],138,-2,1
475,g484,98,[98 55 24 13],190,-1,1
476,g485,100,[100  40  13],153,0,3
477,g486,62,[62 24  6  2],94,-3,3
478,g487,44,[44],44,-5,1
479,g488,22,[22 18 16],78,-5,1
480,g489,20,[20 15  5],60,-5,3
481,g490,25,[25  4],29,-5,1
482,g491,51,[51 26 24],101,-4,3
483,g492,26,[26  3],32,-5,1
484,g493,33,[33  9  4],46,-5,1
485,g494,42,[42  7  2],51,-4,3
486,g495,62,[62 20],144,-3,1
487,g496,62,[62 38 30  7  1],138,-2,2
488,g497,4,[4 2],10,-4,3
489,g498,29,[29 19 18],66,-5,2
490,g499,48,[48 22 21],91,-4,4
491,g500,23,[23  7  6],59,-5,2
492,g501,38,[38 10  5],53,-4,4
493,g502,1,[1],4,-3,1
494,g503,2,[2 1],3,-3,1
495,g504,2,[2],4,-4,1
496,g505,3,[3 1],4,-3,2
497,g506,5,[5],5,-2,2
498,g507,5,[5 2 1],9,-1,1
499,g508,20,[20],20,-4,3
500,g509,3,[3],3,-7,1
501,g510,3,[3],3,-6,1
502,g511,3,[3 2],7,-7,1
503,g512,5,[5 2],7,-6,1
504,g513,4,[4 1],5,-6,1
505,g514,4,[4 1],6,-6,1
506,g515,8,[8 3 1],13,-5,1
507,g516,3,[3],6,-6,1
508,g517,3,[3 1],4,-5,1
509,g518,4,[4 2],6,-6,1
510,g519,4,[4 2],6,-6,1
511,g520,2,[2 1],3,-6,1
512,g521,6,[6 4 2],12,-5,1
513,g522,10,[10  3  1],14,-4,1
514,g523,64,[64 26  6  5],106,-3,1
515,g524,76,[76 44  6],126,-2,1
516,g525,99,[99 20 10],129,-1,1
517,g526,100,[100  43  18],161,0,6
518,g527,73,[73  3],76,-4,2
519,g528,39,[39 38 19],115,-3,3
520,g529,7,[7],7,-4,1
521,g530,12,[12 10  9],43,-5,2
522,g531,11,[11],11,-6,1
523,g532,17,[17  5],22,-6,1
524,g533,18,[18  1],19,-5,2
525,g534,34,[34 25 22  2  1],84,-5,2
526,g536,41,[41 34],75,-3,3
527,g537,17,[17  2  1],22,-4,1
528,g538,44,[44 10  2],56,-4,1
529,g539,44,[44 10],54,-4,1
530,g540,61,[61 10  7  3],81,-3,3
531,g541,57,[57],114,-2,1
532,g542,4,[4 3],11,-4,2
533,g543,58,[58 20  4],82,-4,2
534,g544,3,[3],9,-5,1
535,g545,3,[3],3,-5,1
536,g546,4,[4 1],5,-4,2
537,g547,4,[4 2],6,-4,2
538,g548,1,[1],1,-3,1
539,g549,5,[5 1],6,-3,1
540,g552,1,[1],1,-3,1
541,g553,5,[5 1],7,-2,1
542,g554,2,[2 1],3,-6,2
543,g555,3,[3],3,-5,1
544,g556,1,[1],1,-7,1
545,g557,1,[1],2,-7,1
546,g558,1,[1],1,-6,1
547,g559,4,[4 2],6,-6,1
548,g560,1,[1],1,-7,1
549,g561,2,[2 1],3,-6,1
550,g562,1,[1],1,-6,1
551,g563,7,[7 3],10,-5,1
552,g564,8,[8 3],11,-5,1
553,g567,2,[2 1],5,-6,1
554,g568,2,[2],4,-6,1
555,g570,5,[5 2],12,-5,1
556,g571,10,[10  4  3],17,-4,1
557,g572,65,[65 30  6  4  1],106,-3,1
558,g573,80,[80 45  8],133,-2,1
559,g574,100,[100  39  19   7   4],169,-1,6
560,g575,100,[100],100,0,1
561,g576,4,[4],4,-3,1
562,g577,55,[55 29 22],161,-2,1
563,g578,57,[57 20],77,-4,1
564,g579,57,[57 32 23  7  2],121,-3,1
565,g580,4,[4],8,-7,1
566,g581,4,[4 2],6,-6,1
567,g582,5,[5 1],7,-7,1
568,g583,5,[5 1],7,-7,1
569,g584,4,[4],8,-7,1
570,g585,4,[4 3 1],15,-7,1
571,g586,6,[6 2 1],9,-6,1
572,g587,4,[4],8,-7,1
573,g588,4,[4 1],6,-6,1
574,g589,3,[3],3,-7,1
575,g590,4,[4 1],5,-7,1
576,g591,3,[3 1],4,-7,1
577,g592,5,[5 2],7,-6,1
578,g593,10,[10  4  2],16,-5,1
579,g594,59,[59 27  7  3],99,-4,1
580,g595,72,[72 41  5],118,-3,1
581,g596,99,[99 18 11],128,-2,1
582,g597,100,[100   1],201,-1,4
583,g598,100,[100],100,0,1
584,g599,24,[24  7  4  1],36,-2,1
585,g600,56,[56 25 19 11],111,-1,1
586,g601,100,[100   1],201,0,2
587,g602,21,[21  1],22,-2,2
588,g603,17,[17  4],21,-1,1
589,g604,100,[100  58  50  11],219,0,1
590,g605,100,[100  81  38  23  20],262,-2,1
591,g606,100,[100  65  25  20],230,-2,1
592,g607,100,[100  73  48  13  12],246,-1,2
593,g608,93,[93 56 22  4],175,-3,4
594,g609,86,[86 56 22],250,-3,4
595,g610,23,[23],23,-4,1
596,g611,100,[100  41  12],153,-3,3
597,g612,100,[100  81  35  25  21],262,-2,3
598,g613,65,[65  6],148,-2,1
599,g614,44,[44],44,-3,2
600,g615,87,[87 65 31 18 16],217,-3,2
601,g616,84,[84 52 48 40],308,-2,1
602,g617,67,[67 12  6],85,-2,1
603,g618,58,[58 12],82,-2,1
604,g619,100,[100  33   7],140,-1,1
605,g620,100,[100  90  43  32  15],280,0,1
606,g621,100,[100  85  45  29  11],270,-2,1
607,g622,100,[100  85  45  29  11],270,-1,1
608,g623,100,[100  89  46  29  14],278,0,1
